,!UNRECOGNIZED,!UNTAGGED,AcademicTerms,AcademicWritingMoves,CharacterCognitiveAgency,CharacterCognitiveStates,CharacterDialogueCues,CharacterDisclosive,CharacterPersonNamesPronouns,CharacterSubjective,CharacterTraitsTypes,CitationAuthority,CitationControversy,CitationGeneral,CitationHedged,CitationNegative,CitationNeutral,CitationSpeakerLookMood,ConfidenceHedged,ConfidenceHigh,ConfidenceHighNegative,ConfidenceLow,Contingent,Description,Facilitate,FirstPerson,ForceStressed,Future,InformationChange,InformationChangeNegative,InformationChangePositive,InformationExposition,InformationPlace,InformationReportVerbs,InformationStates,InformationTopics,Inquiry,Interactive,MetadiscourseCohesive,MetadiscourseInteractive,NarrativeActs,NarrativeBiographicalTime,NarrativeDuration,NarrativeExpectation,NarrativeImmediacy,NarrativePast,NarrativeSceneShifts,NarrativeSequence,NarrativeSimultaneity,NarrativeTimeReference,NarrativeTimeShifts,NarrativeTrends,NarrativeTurningPoint,NarrativeVerbs,Negative,Orphaned,Positive,PublicTerms,Reasoning,Responsibility,Strategic,SyntacticComplexity,Uncertainty,Updates,<# Word Tokens>,<# Punctuation Tokens>,<# Tokens>,VID
0,0.10314217203389066,0.4084217390915274,0.24666055347220323,0.0,0.6868184393145447,0.3946141749971919,0.06356881107491846,0.24267100977198686,0.36327482503950725,0.32342562432138927,0.6505130293159609,0.28053745928338764,0.0,0.0,0.0,0.49440146579804467,0.3277687296416937,0.0,0.8244096091205212,0.6249709167054444,0.0,0.0,0.4713538930335189,0.6183548323461912,0.454258957654723,0.29190218432649934,0.6504146898456309,0.41145702831370584,0.421153477677716,0.1468648208469053,0.33017471128220316,0.33982393930647764,0.4059856516515772,0.7003743497496231,0.427260525998311,0.5294516829533117,0.4107288273615635,0.24392382861438236,0.3984134609965848,0.4705677059097254,0.7093018951732307,0.04662052117263826,0.4624808392412339,0.0,0.5559372223867338,0.5594145268412368,0.4531758957654723,0.2952238466782819,0.24664087947882657,0.22337133550488594,0.09918035688995887,0.6307003257328992,0.18521986970684012,0.4261672095548318,0.4240923657176014,0.47562092833876224,0.5083257540505097,0.5381937286108935,0.4811392370120908,0.22179449215279826,0.5673924224241386,0.8361986809430128,0.3733713355048857,0.40088897937024964,0.404009324009324,0.33275862068965517,0.3982810346225574,0.9678213893118104
1,0.11077490716186401,0.4251506085215564,0.23477343337827544,0.0,0.31462418154894645,0.18354958753696599,0.0,0.3843132657248372,0.4284808866606809,0.3259472028450277,0.6710709889208043,0.22617972917521523,0.0,0.13877718506360234,0.0,0.0,0.3303241690603199,0.0,0.6604089727807413,0.4360454891845946,0.0,0.0,0.558857400029121,0.5714838145793949,0.3169388592531801,0.26476019213594343,0.6642254375479473,0.457561314352451,0.6063385551183953,0.5180344686089451,0.26619912709366933,0.3113394243804637,0.35459745276792665,0.3676222906803691,0.7627623520114286,0.5611784792872337,0.41393106278210917,0.2067169596919289,0.347983722683599,0.5216601207573714,0.5233591039653823,0.3288879770209272,0.46608655772526486,0.0,0.46689297571529825,0.49330398776438983,0.4784571194091095,0.5950511017167505,0.0,0.19048009848173977,0.4664501971418885,0.15890439064423426,0.18666393106278195,0.687183695800848,0.5083455300287901,0.5249794829708658,0.47184504047450293,0.5251710185276566,0.3910406654472364,0.1915917484239191,0.6262747554154159,0.7611647172103342,0.5017097524278482,0.38024893995349474,0.3974825174825175,0.3511494252873563,0.39519987026676395,0.9679154444398723
2,0.11047537666448645,0.41228853023497863,0.2780417322937141,0.4331341742273362,0.4750762481118369,0.1649739414426444,0.0,0.15072866942749658,0.3129690043578379,0.5273290551006853,0.6235715866342111,0.3659216640849744,0.0,0.2993582651028985,0.0,0.0,0.35627351183890243,0.0,0.8271741535737996,0.548683337021465,0.0,0.0,0.2109658859724889,0.6411569990223455,0.37981854392564707,0.052881298569438816,0.414760864754611,0.5243501795836383,0.39238248961899425,0.0,0.35888873242270003,0.35258724765476857,0.44717655997448874,0.5868224709600922,0.7430683615680295,0.525884324932024,0.9375414914804162,0.21090438660697566,0.31757875819971193,0.25574558214522797,0.5920079864813214,0.15202478424430166,0.4282267897200924,0.2523788448771851,0.877651934257378,0.5985636403870527,0.6098694401416243,0.7173021403171107,0.0,0.26147377738437705,0.4671579899362113,0.17138747510511163,0.40265545474662534,0.277937596813454,0.39462171864543133,0.46103321330141434,0.40228271396671483,0.49678432273298956,0.3627133646636987,0.27552354704379484,0.6754731484608845,0.8164489208380896,0.20292100022128762,0.4613852622261562,0.3735198135198135,0.29482758620689653,0.36641530852185195,0.9679448366673917
3,0.11360490425724144,0.46018538612793564,0.22602577835442977,0.39045149278542424,0.6423906538651679,0.20820349849013245,0.031144025533612483,0.13587529565985576,0.32167848741786215,0.475364053461001,0.6123119888290446,0.38483941751446227,0.0,0.0,0.0,0.0,0.27528426092160363,0.0,0.5799587738546447,0.4475079080106009,0.0,0.20095751047277008,0.7063698898991655,0.5053790720198384,0.5135846798324356,0.009534035038312114,0.5693306099792712,0.6673111448694933,0.41266823904906064,0.07195292240175515,0.45293146908945814,0.29766152307797195,0.39780600856025283,0.57188623013002,0.6459206064232994,0.31305960823697465,0.20122681029323758,0.3150577728674676,0.4632585036690073,0.16138041093157782,0.5584911049453241,0.3654498304408537,0.4867305789261644,0.0,0.5317664980142539,0.4967551897533944,0.27488529822461605,0.2722595669863007,0.24167165370037821,0.20203470975463786,0.29154632737491215,0.15449830440853726,0.27223219628964673,0.4175809561805972,0.4848059014174482,0.5205103095587836,0.3757477312234942,0.6780219530486556,0.45623751128422035,0.5898844821645539,0.5030121683622581,0.7847880658801966,0.12194959771261367,0.4159186116098145,0.4027972027972028,0.39827586206896554,0.4064704451471661,0.9678625384303374
4,0.11741758602982592,0.48932465866397873,0.19788864872440318,0.31387641650630754,0.8360850043227264,0.38256176594191676,0.05007216164207823,0.05461376340144778,0.5214214493931755,0.5095146461406882,0.6939576651699808,0.3535599743425271,0.0,0.21693393200769714,0.0,0.0,0.4425914047466325,0.0,0.2664100919392773,0.30294144598185646,0.0,0.0,0.39311800368308875,0.6643883184596421,0.16514432328415643,0.0,0.2732381403909976,0.4246805151231065,0.42651775270724057,0.23136626042334815,0.4161175578750946,0.26767402018496117,0.22172007502127955,0.390769054024298,0.46154942627040124,0.6039901793811241,0.5176395125080179,0.21833522474959294,0.33474567806974126,0.2965270777971227,0.33921438567846524,0.36722257857601037,0.350796765146084,0.36577934573444526,0.375345501195405,0.5094924318785767,0.5099422706863374,0.4103703924698301,0.38855035279025024,0.37896087235407316,0.5208188080430599,0.4967928159076331,0.2917896087235406,0.2685482146675218,0.45552401752394994,0.37950463583882443,0.3442037436585224,0.8545826194980554,0.30563377219208315,0.14974634089451275,0.489490564126802,0.8351751884617583,0.29409878127004474,0.29719905922599954,0.25006993006993006,0.25057471264367814,0.2528176437201005,0.9690382275311117
5,0.11498484372785947,0.38870733078355946,0.16878366191010008,0.0,0.7434113936010932,0.09970140305975395,0.10439652290203942,0.17079810861154882,0.2784094858833928,0.2655745012816222,0.48789033767970585,0.0,0.0,0.22614510197258406,0.0,0.0,0.15379471748579068,0.0,0.3124373119358074,0.4342312652242441,0.0,0.0,0.4098100753874527,0.5943245788572018,0.4016984286191909,0.06391724192184393,0.5411960519238875,0.6058174523570712,0.4446280016520148,0.3617853560682044,0.5422327588827088,0.3297741325241548,0.3822608509940468,0.6949106024541287,0.8420075039934618,0.5546793637617835,0.47216649949849554,0.30043978088110485,0.3576831995409527,0.42503701580933273,0.3120155922312392,0.2296890672016047,0.5344726991431811,0.0,0.5651864684963983,0.488061587359481,0.567034436643263,0.8555900258916281,0.40504847876964184,0.5643597459043799,0.5972264619946797,0.2589434971581408,0.3041792042795051,0.4199264460046806,0.3851690022835036,0.39561867420443153,0.4100787210115194,0.5611772024935566,0.560755713468088,0.5723838181210298,0.55464639532633,0.8161160047800167,0.8175638025186669,0.5809093948512204,0.24727272727272728,0.19482758620689655,0.24252006810994892,0.9691381611046774
6,0.08143542948822402,0.44365024116155344,0.1692079546750827,0.29522373051784745,0.5088464817365073,0.08995683153898151,0.0,0.20547295841413474,0.23126204023117247,0.23961789844142709,0.5540512820512821,0.332549019607843,0.0,0.0,0.0,0.0,0.3469079939668176,0.0,0.43851181498240316,0.3561732385261797,0.0,0.0,0.16433610665109705,0.5151250637739473,0.3106606334841628,0.07208765859284891,0.6168011017115875,0.37841977027497387,0.40117114719190833,0.21761689291101025,0.39138900315370884,0.3662065410390057,0.49729711129845316,0.45402850003376777,0.5245628735824814,0.581623064787365,0.12171945701357449,0.27107553080403757,0.40930863694958947,0.557810816634346,0.31905594405594406,0.0,0.5583769556087894,0.34404223227752556,0.5099465240641712,0.45331139448786506,0.3837104072398189,0.8748956469886702,0.0,0.5855806938159879,0.48986818807790683,0.23363499245852126,0.13722473604826504,0.25258924082453466,0.34276292890248583,0.43017276840806257,0.5021409962586433,1.0,0.48295114656031907,0.42254216371863423,0.6205413987457331,0.8900775054881053,0.18441427853192532,0.3144796380090497,0.2696503496503497,0.24310344827586206,0.2687910484067137,0.9692380946782433
7,0.06605494949679487,0.46159734741762776,0.2805392560981524,0.0,0.442471056310262,0.2868161961887976,0.08580654025831258,0.3275625171750481,0.2578909993225209,0.0,0.5946029128881561,0.22720527617477326,0.0,0.0,0.0,0.0,0.3160208848584776,0.0,0.48506915819364294,0.32446119420562947,0.0,0.0,0.3368348270084832,0.5038782628532275,0.1415004122011541,0.23640948547597104,0.3745892923282793,0.21066649755850084,0.20302927436432114,0.2973619126133552,0.0,0.26410093188767264,0.4018726157376207,0.19695422311361574,0.4613803140871016,0.38197622815412846,0.4435284418796372,0.5387786162724333,0.42305911259319684,0.4128685274604483,0.25645469534587423,0.31464688101126687,0.7398714363459039,0.0,0.42880911339279026,0.5191379107290072,0.2039021709260786,0.7969989199690689,0.0,0.6262159934047816,0.3123767876984838,0.2128331959329484,0.0,0.34514976641934597,0.520408129207539,0.32239126633190945,0.5356777050923794,0.697637409080948,0.4923265378363399,0.5987658947263235,0.547056015967371,0.8360361757527772,0.25199230557845553,0.2546487130163964,0.2949184149184149,0.2735632183908046,0.2950620287034785,0.9694085695978556
8,0.07668292256711624,0.40810423513402494,0.2916020380114663,0.5716510903426794,0.3582893132872815,0.6096519497260714,0.0,0.1491989319092122,0.2972465762931434,0.231989875389408,0.6098948598130842,0.1609813084112149,0.2529205607476635,0.0,0.0,0.0,0.20151869158878497,0.0,0.6671534267912772,0.1724173898531374,0.0,0.0,0.6761946035574313,0.6050124932701998,0.25064252336448584,0.2233369983507421,0.609606740146282,0.24424874191229326,0.3452446399120394,0.10534462616822425,0.28419711129991493,0.2659115107062582,0.23296746739632562,0.46050704421816147,0.4903513326410522,0.5238210334085294,0.765990070093458,0.3817397555715312,0.38865791643760306,0.2700267022696928,0.3088990813508921,0.13376168224299062,0.39316474253252687,0.0,0.37977909940526766,0.6896695594125499,0.40245327102803735,0.9716094327320147,0.35382593457943934,0.5422897196261681,0.5217010361641609,0.22619742990654207,0.2657126168224298,0.4890965732087227,0.3456785160240644,0.41647860025488537,0.49255257009345793,0.6924224387791317,0.4230456993505465,1.0,0.6007870142646335,0.7783962362357731,0.8927180685358254,0.23680880062305285,0.28223776223776226,0.22816091954022988,0.2776291251114895,0.969343906697313
9,0.07238933610961348,0.4194746109595104,0.15685804523151545,0.27367636092468317,0.5789137729792823,0.3752603563989816,0.2619546979865771,1.0,0.2550418632467274,0.4442580164056672,0.6895078299776287,0.23120805369127514,0.0,0.0,0.0,0.0,0.32158836689038023,0.0,0.4065063385533184,0.46224832214765094,0.0,0.0,0.5712816626975535,0.4775278485488353,0.23998881431767327,0.7217232530596133,0.5836950442563952,0.5262003097573568,0.3718910382945123,0.3026006711409395,0.27211714460036607,0.25107255118511607,0.34946857376170665,0.2605512704931717,0.5030449913000248,0.5015557098408291,0.22567114093959723,0.38835828600929273,0.3794346005279332,0.4847794822627037,0.4349546217205614,0.3201901565995525,0.21175483616265287,0.0,1.0,0.4562450971846945,0.29642058165548096,0.7633317725404505,0.0,0.44843400447427295,0.13623431572804198,0.21658277404921705,0.0,0.23415361670395227,0.4589662074649711,0.4242297132397804,0.49611588076353186,0.7099280010194546,0.5116596519167331,0.2176123652633719,0.4267985399740963,0.739609774735863,0.17095451155853833,0.4210943325876212,0.29044289044289046,0.2649425287356322,0.2899537825346631,0.9694908678349098
